98049 silly lifecycle utf8@2.1.0~preinstall: no script for preinstall, continuing
99362 silly linkStuff async-each-series@0.1.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99363 verbose linkBins async-each-series@0.1.1
99364 verbose linkMans async-each-series@0.1.1
99365 silly build async-foreach@0.1.3
99366 info linkStuff async-foreach@0.1.3
99367 silly linkStuff async-foreach@0.1.3 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99368 verbose linkBins async-foreach@0.1.3
99369 verbose linkMans async-foreach@0.1.3
99370 silly build aws-sign@0.3.0
99371 info linkStuff aws-sign@0.3.0
99372 silly linkStuff aws-sign@0.3.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99373 verbose linkBins aws-sign@0.3.0
99374 verbose linkMans aws-sign@0.3.0
99375 silly build aws-sign2@0.6.0
99376 info linkStuff aws-sign2@0.6.0
99377 silly linkStuff aws-sign2@0.6.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99378 verbose linkBins aws-sign2@0.6.0
99379 verbose linkMans aws-sign2@0.6.0
99380 silly build lodash@3.10.1
99381 info linkStuff lodash@3.10.1
99382 silly linkStuff lodash@3.10.1 has /home/baxter/Study/Yeoman/web-app/node_modules/babel-core/node_modules as its parent node_modules
99383 verbose linkBins lodash@3.10.1
99384 verbose linkMans lodash@3.10.1
99385 silly build babel-plugin-constant-folding@1.0.1
99386 info linkStuff babel-plugin-constant-folding@1.0.1
99387 silly linkStuff babel-plugin-constant-folding@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99388 verbose linkBins babel-plugin-constant-folding@1.0.1
99389 verbose linkMans babel-plugin-constant-folding@1.0.1
99390 silly build babel-plugin-dead-code-elimination@1.0.2
99391 info linkStuff babel-plugin-dead-code-elimination@1.0.2
99392 silly linkStuff babel-plugin-dead-code-elimination@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99393 verbose linkBins babel-plugin-dead-code-elimination@1.0.2
99394 verbose linkMans babel-plugin-dead-code-elimination@1.0.2
99395 silly build babel-plugin-eval@1.0.1
99396 info linkStuff babel-plugin-eval@1.0.1
99397 silly linkStuff babel-plugin-eval@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99398 verbose linkBins babel-plugin-eval@1.0.1
99399 verbose linkMans babel-plugin-eval@1.0.1
99400 silly build babel-plugin-inline-environment-variables@1.0.1
99401 info linkStuff babel-plugin-inline-environment-variables@1.0.1
99402 silly linkStuff babel-plugin-inline-environment-variables@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99403 verbose linkBins babel-plugin-inline-environment-variables@1.0.1
99404 verbose linkMans babel-plugin-inline-environment-variables@1.0.1
99405 silly build babel-plugin-jscript@1.0.4
99406 info linkStuff babel-plugin-jscript@1.0.4
99407 silly linkStuff babel-plugin-jscript@1.0.4 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99408 verbose linkBins babel-plugin-jscript@1.0.4
99409 verbose linkMans babel-plugin-jscript@1.0.4
99410 silly build babel-plugin-member-expression-literals@1.0.1
99411 info linkStuff babel-plugin-member-expression-literals@1.0.1
99412 silly linkStuff babel-plugin-member-expression-literals@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99413 verbose linkBins babel-plugin-member-expression-literals@1.0.1
99414 verbose linkMans babel-plugin-member-expression-literals@1.0.1
99415 silly build babel-plugin-property-literals@1.0.1
99416 info linkStuff babel-plugin-property-literals@1.0.1
99417 silly linkStuff babel-plugin-property-literals@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99418 verbose linkBins babel-plugin-property-literals@1.0.1
99419 verbose linkMans babel-plugin-property-literals@1.0.1
99420 silly build lodash@3.10.1
99421 info linkStuff lodash@3.10.1
99422 silly linkStuff lodash@3.10.1 has /home/baxter/Study/Yeoman/web-app/node_modules/babel-plugin-proto-to-assign/node_modules as its parent node_modules
99423 verbose linkBins lodash@3.10.1
99424 verbose linkMans lodash@3.10.1
99425 silly build babel-plugin-proto-to-assign@1.0.4
99426 info linkStuff babel-plugin-proto-to-assign@1.0.4
99427 silly linkStuff babel-plugin-proto-to-assign@1.0.4 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99428 verbose linkBins babel-plugin-proto-to-assign@1.0.4
99429 verbose linkMans babel-plugin-proto-to-assign@1.0.4
99430 silly build babel-plugin-react-constant-elements@1.0.3
99431 info linkStuff babel-plugin-react-constant-elements@1.0.3
99432 silly linkStuff babel-plugin-react-constant-elements@1.0.3 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99433 verbose linkBins babel-plugin-react-constant-elements@1.0.3
99434 verbose linkMans babel-plugin-react-constant-elements@1.0.3
99435 silly build babel-plugin-react-display-name@1.0.3
99436 info linkStuff babel-plugin-react-display-name@1.0.3
99437 silly linkStuff babel-plugin-react-display-name@1.0.3 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99438 verbose linkBins babel-plugin-react-display-name@1.0.3
99439 verbose linkMans babel-plugin-react-display-name@1.0.3
99440 silly build babel-plugin-remove-console@1.0.1
99441 info linkStuff babel-plugin-remove-console@1.0.1
99442 silly linkStuff babel-plugin-remove-console@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99443 verbose linkBins babel-plugin-remove-console@1.0.1
99444 verbose linkMans babel-plugin-remove-console@1.0.1
99445 silly build babel-plugin-remove-debugger@1.0.1
99446 info linkStuff babel-plugin-remove-debugger@1.0.1
99447 silly linkStuff babel-plugin-remove-debugger@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99448 verbose linkBins babel-plugin-remove-debugger@1.0.1
99449 verbose linkMans babel-plugin-remove-debugger@1.0.1
99450 silly build babel-plugin-runtime@1.0.7
99451 info linkStuff babel-plugin-runtime@1.0.7
99452 silly linkStuff babel-plugin-runtime@1.0.7 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99453 verbose linkBins babel-plugin-runtime@1.0.7
99454 verbose linkMans babel-plugin-runtime@1.0.7
99455 silly build babel-plugin-undefined-to-void@1.1.6
99456 info linkStuff babel-plugin-undefined-to-void@1.1.6
99457 silly linkStuff babel-plugin-undefined-to-void@1.1.6 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99458 verbose linkBins babel-plugin-undefined-to-void@1.1.6
99459 verbose linkMans babel-plugin-undefined-to-void@1.1.6
99460 silly build babylon@5.8.34
99461 info linkStuff babylon@5.8.34
99462 silly linkStuff babylon@5.8.34 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99463 verbose linkBins babylon@5.8.34
99464 verbose linkMans babylon@5.8.34
99465 silly build backo2@1.0.2
99466 info linkStuff backo2@1.0.2
99467 silly linkStuff backo2@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99468 verbose linkBins backo2@1.0.2
99469 verbose linkMans backo2@1.0.2
99470 silly build balanced-match@0.3.0
99471 info linkStuff balanced-match@0.3.0
99472 silly linkStuff balanced-match@0.3.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99473 verbose linkBins balanced-match@0.3.0
99474 verbose linkMans balanced-match@0.3.0
99475 silly build base64-arraybuffer@0.1.2
99476 info linkStuff base64-arraybuffer@0.1.2
99477 silly linkStuff base64-arraybuffer@0.1.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99478 verbose linkBins base64-arraybuffer@0.1.2
99479 verbose linkMans base64-arraybuffer@0.1.2
99480 silly build base64id@0.1.0
99481 info linkStuff base64id@0.1.0
99482 silly linkStuff base64id@0.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99483 verbose linkBins base64id@0.1.0
99484 verbose linkMans base64id@0.1.0
99485 silly build batch@0.5.2
99486 info linkStuff batch@0.5.2
99487 silly linkStuff batch@0.5.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99488 verbose linkBins batch@0.5.2
99489 verbose linkMans batch@0.5.2
99490 silly build beeper@1.1.0
99491 info linkStuff beeper@1.1.0
99492 silly linkStuff beeper@1.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99493 verbose linkBins beeper@1.1.0
99494 verbose linkMans beeper@1.1.0
99495 silly build benchmark@1.0.0
99496 info linkStuff benchmark@1.0.0
99497 silly linkStuff benchmark@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99498 verbose linkBins benchmark@1.0.0
99499 verbose linkMans benchmark@1.0.0
99500 silly build binary-extensions@1.4.0
99501 info linkStuff binary-extensions@1.4.0
99502 silly linkStuff binary-extensions@1.4.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99503 verbose linkBins binary-extensions@1.4.0
99504 verbose linkMans binary-extensions@1.4.0
99505 silly build bindings@1.2.1
99506 info linkStuff bindings@1.2.1
99507 silly linkStuff bindings@1.2.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99508 verbose linkBins bindings@1.2.1
99509 verbose linkMans bindings@1.2.1
99510 silly build blob@0.0.4
99511 info linkStuff blob@0.0.4
99512 silly linkStuff blob@0.0.4 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99513 verbose linkBins blob@0.0.4
99514 verbose linkMans blob@0.0.4
99515 silly build bluebird@2.10.2
99516 info linkStuff bluebird@2.10.2
99517 silly linkStuff bluebird@2.10.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99518 verbose linkBins bluebird@2.10.2
99519 verbose linkMans bluebird@2.10.2
99520 silly build graceful-fs@2.0.3
99521 info linkStuff graceful-fs@2.0.3
99522 silly linkStuff graceful-fs@2.0.3 has /home/baxter/Study/Yeoman/web-app/node_modules/bower-config/node_modules as its parent node_modules
99523 verbose linkBins graceful-fs@2.0.3
99524 verbose linkMans graceful-fs@2.0.3
99525 silly build osenv@0.0.3
99526 info linkStuff osenv@0.0.3
99527 silly linkStuff osenv@0.0.3 has /home/baxter/Study/Yeoman/web-app/node_modules/bower-config/node_modules as its parent node_modules
99528 verbose linkBins osenv@0.0.3
99529 verbose linkMans osenv@0.0.3
99530 silly build breakable@1.0.0
99531 info linkStuff breakable@1.0.0
99532 silly linkStuff breakable@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99533 verbose linkBins breakable@1.0.0
99534 verbose linkMans breakable@1.0.0
99535 silly build lodash@3.10.1
99536 info linkStuff lodash@3.10.1
99537 silly linkStuff lodash@3.10.1 has /home/baxter/Study/Yeoman/web-app/node_modules/browser-sync/node_modules as its parent node_modules
99538 verbose linkBins lodash@3.10.1
99539 verbose linkMans lodash@3.10.1
99540 silly build bs-recipes@1.0.5
99541 info linkStuff bs-recipes@1.0.5
99542 silly linkStuff bs-recipes@1.0.5 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99543 verbose linkBins bs-recipes@1.0.5
99544 verbose linkMans bs-recipes@1.0.5
99545 silly build builtin-modules@1.1.0
99546 info linkStuff builtin-modules@1.1.0
99547 silly linkStuff builtin-modules@1.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99548 verbose linkBins builtin-modules@1.1.0
99549 verbose linkMans builtin-modules@1.1.0
99550 silly build callsite@1.0.0
99551 info linkStuff callsite@1.0.0
99552 silly linkStuff callsite@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99553 verbose linkBins callsite@1.0.0
99554 verbose linkMans callsite@1.0.0
99555 silly build better-assert@1.0.2
99556 info linkStuff better-assert@1.0.2
99557 silly linkStuff better-assert@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99558 verbose linkBins better-assert@1.0.2
99559 verbose linkMans better-assert@1.0.2
99560 silly build camelcase@1.2.1
99561 info linkStuff camelcase@1.2.1
99562 silly linkStuff camelcase@1.2.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99563 verbose linkBins camelcase@1.2.1
99564 verbose linkMans camelcase@1.2.1
99565 silly build caniuse-db@1.0.30000382
99566 info linkStuff caniuse-db@1.0.30000382
99567 silly linkStuff caniuse-db@1.0.30000382 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99568 verbose linkBins caniuse-db@1.0.30000382
99569 verbose linkMans caniuse-db@1.0.30000382
99570 silly build browserslist@1.0.1
99571 info linkStuff browserslist@1.0.1
99572 silly linkStuff browserslist@1.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99573 verbose linkBins browserslist@1.0.1
99574 verbose link bins [ { browserslist: './cli.js' },
99574 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
99574 verbose link bins   false ]
99575 verbose linkMans browserslist@1.0.1
99576 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/browserslist is being purged
99577 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/browserslist
99578 silly build capture-stack-trace@1.0.0
99579 info linkStuff capture-stack-trace@1.0.0
99580 silly linkStuff capture-stack-trace@1.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99581 verbose linkBins capture-stack-trace@1.0.0
99582 verbose linkMans capture-stack-trace@1.0.0
99583 silly build caseless@0.11.0
99584 info linkStuff caseless@0.11.0
99585 silly linkStuff caseless@0.11.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99586 verbose linkBins caseless@0.11.0
99587 verbose linkMans caseless@0.11.0
99588 silly build supports-color@2.0.0
99589 info linkStuff supports-color@2.0.0
99590 silly linkStuff supports-color@2.0.0 has /home/baxter/Study/Yeoman/web-app/node_modules/chalk/node_modules as its parent node_modules
99591 verbose linkBins supports-color@2.0.0
99592 verbose linkMans supports-color@2.0.0
99593 silly build charenc@0.0.1
99594 info linkStuff charenc@0.0.1
99595 silly linkStuff charenc@0.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99596 verbose linkBins charenc@0.0.1
99597 verbose linkMans charenc@0.0.1
99598 silly build source-map@0.4.4
99599 info linkStuff source-map@0.4.4
99600 silly linkStuff source-map@0.4.4 has /home/baxter/Study/Yeoman/web-app/node_modules/clean-css/node_modules as its parent node_modules
99601 verbose linkBins source-map@0.4.4
99602 verbose linkMans source-map@0.4.4
99603 silly build cli-width@1.1.0
99604 info linkStuff cli-width@1.1.0
99605 silly linkStuff cli-width@1.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99606 verbose linkBins cli-width@1.1.0
99607 verbose linkMans cli-width@1.1.0
99608 silly build clone@1.0.2
99609 info linkStuff clone@1.0.2
99610 silly linkStuff clone@1.0.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99611 verbose linkBins clone@1.0.2
99612 verbose linkMans clone@1.0.2
99613 silly build clone-stats@0.0.1
99614 info linkStuff clone-stats@0.0.1
99615 silly linkStuff clone-stats@0.0.1 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99616 verbose linkBins clone-stats@0.0.1
99617 verbose linkMans clone-stats@0.0.1
99618 silly build co@3.1.0
99619 info linkStuff co@3.1.0
99620 silly linkStuff co@3.1.0 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99621 verbose linkBins co@3.1.0
99622 verbose linkMans co@3.1.0
99623 silly build coffee-script@1.3.3
99624 info linkStuff coffee-script@1.3.3
99625 silly linkStuff coffee-script@1.3.3 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
99626 verbose linkBins coffee-script@1.3.3
99627 verbose link bins [ { coffee: './bin/coffee', cake: './bin/cake' },
99627 verbose link bins   '/home/baxter/Study/Yeoman/web-app/node_modules/.bin',
99627 verbose link bins   false ]
99628 verbose linkMans coffee-script@1.3.3
99629 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/coffee is being purged
99630 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/coffee
99631 silly gentlyRm /home/baxter/Study/Yeoman/web-app/node_modules/.bin/cake is being purged
99632 verbose gentlyRm don't care about contents; nuking /home/baxter/Study/Yeoman/web-app/node_modules/.bin/cake
99633 silly build colors@0.6.2
99634 info linkStuff colors@0.6.2
99635 silly linkStuff colors@0.6.2 has /home/baxter/Study/Yeoman/web-app/node_modules as its parent node_modules
